Vendor Code;Item No;Uom;price;Start date;end date
VE1364;81487;KG;14250;2023-10-01;2023-12-31
VE1364;80989;KG;18700;2023-10-01;2023-12-31
VE1364;80254;KG;45000;2023-10-01;2023-12-31
VE1364;80903;KG;33000;2023-10-01;2023-12-31
VE1364;81848;CTN;126500;2023-10-01;2023-12-31
VE1364;81058;KG;12000;2023-10-01;2023-12-31
VE1364;20187;PCS;40000;2023-10-01;2023-12-31
VE1364;80831;KG;30000;2023-10-01;2023-12-31
VE1364;80251;KG;45000;2023-10-01;2023-12-31
VE1364;80250;KG;45000;2023-10-01;2023-12-31
VE1364;10183;BTL;23500;2023-10-01;2023-12-31
VE1364;80253;KG;37000;2023-10-01;2023-12-31
VE1364;80842;KG;180000;2023-10-01;2023-12-31
VE1364;81227;PACK;16500;2023-10-01;2023-12-31
VE1364;82536;PACK;3000;2023-10-01;2023-12-31
VE1364;82360;BALL;70500;2023-10-01;2023-12-31
VE1364;81835;CTN;137000;2023-10-01;2023-12-31
VE1364;82307;BTL;9500;2023-10-01;2023-12-31
VE1364;81024;BTL;9083;2023-10-01;2023-12-31
VE1364;80458;KG;23750;2023-10-01;2023-12-31
VE1364;82361;PACK;86000;2023-10-01;2023-12-31
VE1364;80922;KG;40000;2023-10-01;2023-12-31
VE1364;80476;KG;23752;2023-10-01;2023-12-31
VE1364;20210;PCS;16500;2023-10-01;2023-12-31
VE1364;81321;KG;14000;2023-10-01;2023-12-31
VE1364;81997;PACK;11000;2023-10-01;2023-12-31
VE1364;80456;KG;55000;2023-10-01;2023-12-31
VE1364;80946;KG;51000;2023-10-01;2023-12-31
VE1364;20185;PCS;24500;2023-10-01;2023-12-31
VE1364;80149;KG;45000;2023-10-01;2023-12-31
VE1364;81949;KG;12750;2023-10-01;2023-12-31
VE1364;80125;KG;15000;2023-10-01;2023-12-31
VE1364;82584;KG;35000;2023-10-01;2023-12-31
VE1371;82357;KG;55000;2023-10-01;2023-12-31
VE1371;80136;KG;12250;2023-10-01;2023-12-31
VE1371;82336;GLN;37500;2023-10-01;2023-12-31
VE1371;20435;UNIT;255000;2023-10-01;2023-12-31
VE1371;10049;PACK;31000;2023-10-01;2023-12-31
VE1371;82550;LTR;23000;2023-10-01;2023-12-31
VE1371;81969;NOS;2000;2023-10-01;2023-12-31
VE1371;82393;KG;13000;2023-10-01;2023-12-31
VE1371;81639;PACK;50000;2023-10-01;2023-12-31
VE1371;81263;PACK;110000;2023-10-01;2023-12-31
VE1371;82495;KG;87000;2023-10-01;2023-12-31
VE1371;80833;KG;23500;2023-10-01;2023-12-31
VE1371;82372;KG;20000;2023-10-01;2023-12-31
VE1371;82678;PCS;6042;2023-10-01;2023-12-31
VE1371;80369;PACK;52000;2023-10-01;2023-12-31
VE1371;82485;PACK;6000;2023-10-01;2023-12-31
VE1371;81505;PACK;36000;2023-10-01;2023-12-31
VE1371;82335;GLN;87000;2023-10-01;2023-12-31
VE1371;82359;PACK;32500;2023-10-01;2023-12-31
VE1371;82345;KG;75000;2023-10-01;2023-12-31
VE1371;81938;NOS;1650;2023-10-01;2023-12-31
VE1371;82574;KG;19000;2023-10-01;2023-12-31
VE1371;80075;KG;32500;2023-10-01;2023-12-31
VE1371;82029;KG;13500;2023-10-01;2023-12-31
VE1371;80637;PACK;6000;2023-10-01;2023-12-31
VE1371;82385;KG;16500;2023-10-01;2023-12-31
VE1371;82559;PCS;3400;2023-10-01;2023-12-31
VE1371;81007;KG;11000;2023-10-01;2023-12-31
VE1371;80076;KG;40000;2023-10-01;2023-12-31
VE1371;82591;PACK;6000;2023-10-01;2023-12-31
VE1371;81715;KG;13000;2023-10-01;2023-12-31
VE1371;81451;KG;15000;2023-10-01;2023-12-31
VE1371;82636;KG;75000;2023-10-01;2023-12-31
VE1371;81241;PCS;3300;2023-10-01;2023-12-31
VE1371;81628;KG;21000;2023-10-01;2023-12-31
VE1371;82561;BTL;2396;2023-10-01;2023-12-31
VE1371;82369;PACK;75000;2023-10-01;2023-12-31
VE1371;82368;PACK;75000;2023-10-01;2023-12-31
VE1371;80871;PACK;7500;2023-10-01;2023-12-31
VE1371;82616;PACK;7500;2023-10-01;2023-12-31
VE1371;82383;PCS;1000;2023-10-01;2023-12-31
VE1371;82349;PACK;23000;2023-10-01;2023-12-31
VE1371;81975;PACK;7000;2023-10-01;2023-12-31
VE1371;10170;POUCH;22000;2023-10-01;2023-12-31
VE1371;80948;KG;60000;2023-10-01;2023-12-31
VE1371;82404;PACK;36000;2023-10-01;2023-12-31
VE1371;81966;PACK;6000;2023-10-01;2023-12-31
VE1371;82635;KG;65000;2023-10-01;2023-12-31
VE1371;82656;PCS;2383;2023-10-01;2023-12-31
VE1371;81071;KG;25000;2023-10-01;2023-12-31
VE1371;81493;KG;14000;2023-10-01;2023-12-31
VE1371;82358;KG;52155;2023-10-01;2023-12-31
VE1371;82373;KG;200000;2023-10-01;2023-12-31
VE1371;82306;PCS;14000;2023-10-01;2023-12-31
VE1371;82315;CTN;1278;2023-10-01;2023-12-31
VE1371;82356;KG;120000;2023-10-01;2023-12-31
VE1371;82160;KG;16600;2023-10-01;2023-12-31
VE1371;81704;KG;13000;2023-10-01;2023-12-31
VE1371;80904;KG;15200;2023-10-01;2023-12-31
VE1371;81395;KG;15000;2023-10-01;2023-12-31
VE1371;80231;KG;20000;2023-10-01;2023-12-31
VE1371;80254;KG;85000;2023-10-01;2023-12-31
VE1371;80951;KG;20000;2023-10-01;2023-12-31
VE1371;80692;KG;28000;2023-10-01;2023-12-31
VE1371;80785;KG;150000;2023-10-01;2023-12-31
VE1371;80931;GLN;135000;2023-10-01;2023-12-31
VE1371;82389;BTL;21000;2023-10-01;2023-12-31
VE1371;81705;KG;13000;2023-10-01;2023-12-31
VE1371;82340;KG;11000;2023-10-01;2023-12-31
VE1371;82015;KG;7360;2023-10-01;2023-12-31
VE1371;82570;CANS;7250;2023-10-01;2023-12-31
VE1371;82569;CANS;7250;2023-10-01;2023-12-31
VE1371;82628;CANS;7250;2023-10-01;2023-12-31
VE1371;82377;KG;15000;2023-10-01;2023-12-31
VE1371;82218;GLN;145000;2023-10-01;2023-12-31
VE1371;81219;KG;17000;2023-10-01;2023-12-31
VE1371;81070;KG;10000;2023-10-01;2023-12-31
VE1371;81514;PACK;30000;2023-10-01;2023-12-31
VE1371;82554;PACK;115000;2023-10-01;2023-12-31
VE1371;80908;KG;30000;2023-10-01;2023-12-31
VE1371;80798;KG;12000;2023-10-01;2023-12-31
VE1371;81412;KG;180000;2023-10-01;2023-12-31
VE1371;80073;KG;25000;2023-10-01;2023-12-31
VE1371;81489;KG;20000;2023-10-01;2023-12-31
VE1371;81068;KG;15200;2023-10-01;2023-12-31
VE1371;82402;ROLL;90000;2023-10-01;2023-12-31
VE1371;81719;PACK;30000;2023-10-01;2023-12-31
VE1371;81410;KG;180000;2023-10-01;2023-12-31
VE1371;80133;KG;35000;2023-10-01;2023-12-31
VE1371;80451;KG;25000;2023-10-01;2023-12-31
VE1371;80962;PACK;42000;2023-10-01;2023-12-31
VE1371;81414;KG;15000;2023-10-01;2023-12-31
VE1371;82052;KG;12000;2023-10-01;2023-12-31
VE1371;80251;KG;75000;2023-10-01;2023-12-31
VE1371;80893;KG;30000;2023-10-01;2023-12-31
VE1371;80480;KG;20000;2023-10-01;2023-12-31
VE1371;82362;KG;70000;2023-10-01;2023-12-31
VE1371;81898;CANS;13500;2023-10-01;2023-12-31
VE1371;80046;PACK;59000;2023-10-01;2023-12-31
VE1371;80479;KG;25000;2023-10-01;2023-12-31
VE1371;80147;KG;171000;2023-10-01;2023-12-31
VE1371;80250;KG;75000;2023-10-01;2023-12-31
VE1371;10173;POUCH;24000;2023-10-01;2023-12-31
VE1371;82545;PACK;6750;2023-10-01;2023-12-31
VE1371;80801;KG;25000;2023-10-01;2023-12-31
VE1371;80252;KG;120000;2023-10-01;2023-12-31
VE1371;80892;KG;25000;2023-10-01;2023-12-31
VE1371;81083;KG;15000;2023-10-01;2023-12-31
VE1371;80253;KG;65000;2023-10-01;2023-12-31
VE1371;80990;KG;23000;2023-10-01;2023-12-31
VE1371;82594;PACK;251750;2023-10-01;2023-12-31
VE1371;82553;PACK;7500;2023-10-01;2023-12-31
VE1371;82553;PACK;7500;2023-10-01;2023-12-31
VE1371;81979;PACK;9500;2023-10-01;2023-12-31
VE1371;82013;KG;10500;2023-10-01;2023-12-31
VE1371;80835;KG;25000;2023-10-01;2023-12-31
VE1371;82390;PACK;17000;2023-10-01;2023-12-31
VE1371;81119;KG;76500;2023-10-01;2023-12-31
VE1371;81207;BTL;194000;2023-10-01;2023-12-31
VE1371;82557;KG;25014;2023-10-01;2023-12-31
VE1371;81061;KG;37500;2023-10-01;2023-12-31
VE1371;81756;KG;15000;2023-10-01;2023-12-31
VE1371;81255;PACK;8675;2023-10-01;2023-12-31
VE1371;80200;KG;49500;2023-10-01;2023-12-31
VE1371;80992;KG;7500;2023-10-01;2023-12-31
VE1371;60042;CANS;26250;2023-10-01;2023-12-31
VE1371;82650;GLN;145000;2023-10-01;2023-12-31
VE1371;81058;KG;12000;2023-10-01;2023-12-31
VE1371;81281;CTN;57500;2023-10-01;2023-12-31
VE1371;81487;KG;14250;2023-10-01;2023-12-31
VE1371;80983;PACK;105000;2023-10-01;2023-12-31
VE1371;82361;PACK;86000;2023-10-01;2023-12-31
VE1371;82007;PACK;85000;2023-10-01;2023-12-31
VE1371;10183;BTL;23500;2023-10-01;2023-12-31
VE1371;81948;KG;22000;2023-10-01;2023-12-31
VE1371;80903;KG;33000;2023-10-01;2023-12-31
VE1371;82536;PACK;3000;2023-10-01;2023-12-31
VE1371;80148;KG;150000;2023-10-01;2023-12-31
VE1371;80134;KG;25000;2023-10-01;2023-12-31
VE1371;80831;KG;30000;2023-10-01;2023-12-31
VE1371;20187;PCS;40000;2023-10-01;2023-12-31
VE1371;80458;KG;23750;2023-10-01;2023-12-31
VE1371;80476;KG;23752;2023-10-01;2023-12-31
VE1371;80232;KG;35000;2023-10-01;2023-12-31
VE1371;81949;KG;20000;2023-10-01;2023-12-31
VE1371;81997;PACK;11000;2023-10-01;2023-12-31
VE1371;80946;KG;51000;2023-10-01;2023-12-31
VE1371;20185;PCS;24500;2023-10-01;2023-12-31
VE1371;20210;PCS;16500;2023-10-01;2023-12-31
VE1371;81321;KG;14000;2023-10-01;2023-12-31
VE1371;80125;KG;15000;2023-10-01;2023-12-31
VE1379;82503;PACK;76000;2023-10-01;2023-12-31
VE1379;82530;PACK;125000;2023-10-01;2023-12-31
VE1379;82625;KG;600000;2023-10-01;2023-12-31
VE1379;82581;KG;185000;2023-10-01;2023-12-31
VE1379;80627;KG;285000;2023-10-01;2023-12-31
VE1351;82357;KG;55000;2023-10-01;2023-12-31
VE1351;80136;KG;12250;2023-10-01;2023-12-31
VE1351;82336;GLN;37500;2023-10-01;2023-12-31
VE1351;82550;LTR;23000;2023-10-01;2023-12-31
VE1351;20435;UNIT;255000;2023-10-01;2023-12-31
VE1351;10049;PACK;31000;2023-10-01;2023-12-31
VE1351;81969;NOS;2000;2023-10-01;2023-12-31
VE1351;82393;KG;13000;2023-10-01;2023-12-31
VE1351;81263;PACK;110000;2023-10-01;2023-12-31
VE1351;82372;KG;20000;2023-10-01;2023-12-31
VE1351;82495;KG;85000;2023-10-01;2023-12-31
VE1351;82383;PCS;1000;2023-10-01;2023-12-31
VE1351;80833;KG;23500;2023-10-01;2023-12-31
VE1351;81639;PACK;50000;2023-10-01;2023-12-31
VE1351;81938;NOS;1650;2023-10-01;2023-12-31
VE1351;80369;PACK;52000;2023-10-01;2023-12-31
VE1351;81505;PACK;36000;2023-10-01;2023-12-31
VE1351;82359;PACK;32500;2023-10-01;2023-12-31
VE1351;80637;PACK;6000;2023-10-01;2023-12-31
VE1351;82574;KG;19000;2023-10-01;2023-12-31
VE1351;82385;KG;16500;2023-10-01;2023-12-31
VE1351;80075;KG;32500;2023-10-01;2023-12-31
VE1351;81451;KG;15000;2023-10-01;2023-12-31
VE1351;82029;KG;13500;2023-10-01;2023-12-31
VE1351;82345;KG;75000;2023-10-01;2023-12-31
VE1351;82559;PCS;3400;2023-10-01;2023-12-31
VE1351;81007;KG;11000;2023-10-01;2023-12-31
VE1351;82358;KG;55000;2023-10-01;2023-12-31
VE1351;80076;KG;40000;2023-10-01;2023-12-31
VE1351;81975;PACK;7000;2023-10-01;2023-12-31
VE1351;81628;KG;21000;2023-10-01;2023-12-31
VE1351;81071;KG;25000;2023-10-01;2023-12-31
VE1351;82635;KG;65000;2023-10-01;2023-12-31
VE1351;82561;BTL;2396;2023-10-01;2023-12-31
VE1351;82335;GLN;87000;2023-10-01;2023-12-31
VE1351;82349;PACK;23000;2023-10-01;2023-12-31
VE1351;80904;KG;15200;2023-10-01;2023-12-31
VE1351;10170;POUCH;22000;2023-10-01;2023-12-31
VE1351;81966;PACK;6000;2023-10-01;2023-12-31
VE1351;81493;KG;14000;2023-10-01;2023-12-31
VE1351;81241;PCS;3300;2023-10-01;2023-12-31
VE1351;82636;KG;75000;2023-10-01;2023-12-31
VE1351;82160;KG;16600;2023-10-01;2023-12-31
VE1351;82389;BTL;21000;2023-10-01;2023-12-31
VE1351;82315;CTN;1278;2023-10-01;2023-12-31
VE1351;82306;PCS;14000;2023-10-01;2023-12-31
VE1351;82368;PACK;75000;2023-10-01;2023-12-31
VE1351;82369;PACK;75000;2023-10-01;2023-12-31
VE1351;81715;KG;13000;2023-10-01;2023-12-31
VE1351;82570;CANS;7250;2023-10-01;2023-12-31
VE1351;82628;CANS;7250;2023-10-01;2023-12-31
VE1351;82404;PACK;36000;2023-10-01;2023-12-31
VE1351;82569;CANS;7250;2023-10-01;2023-12-31
VE1351;80692;KG;28000;2023-10-01;2023-12-31
VE1351;80948;KG;60000;2023-10-01;2023-12-31
VE1351;82591;PACK;6000;2023-10-01;2023-12-31
VE1351;81704;KG;13000;2023-10-01;2023-12-31
VE1351;82356;KG;120000;2023-10-01;2023-12-31
VE1351;80951;KG;20000;2023-10-01;2023-12-31
VE1351;80231;KG;20000;2023-10-01;2023-12-31
VE1351;81395;KG;15000;2023-10-01;2023-12-31
VE1351;81898;CANS;13500;2023-10-01;2023-12-31
VE1351;81705;KG;13000;2023-10-01;2023-12-31
VE1351;80785;KG;150000;2023-10-01;2023-12-31
VE1351;10173;POUCH;24000;2023-10-01;2023-12-31
VE1351;82373;KG;200000;2023-10-01;2023-12-31
VE1351;80931;GLN;135000;2023-10-01;2023-12-31
VE1351;82340;KG;11000;2023-10-01;2023-12-31
VE1351;82015;KG;7360;2023-10-01;2023-12-31
VE1351;82364;PCS;1000;2023-10-01;2023-12-31
VE1351;81514;PACK;30000;2023-10-01;2023-12-31
VE1351;80073;KG;25000;2023-10-01;2023-12-31
VE1351;82554;PACK;115000;2023-10-01;2023-12-31
VE1351;82402;ROLL;90000;2023-10-01;2023-12-31
VE1351;81070;KG;10000;2023-10-01;2023-12-31
VE1351;81489;KG;20000;2023-10-01;2023-12-31
VE1351;81412;KG;180000;2023-10-01;2023-12-31
VE1351;82377;KG;15000;2023-10-01;2023-12-31
VE1351;81410;KG;180000;2023-10-01;2023-12-31
VE1351;82545;PACK;6750;2023-10-01;2023-12-31
VE1351;80962;PACK;42000;2023-10-01;2023-12-31
VE1351;81719;PACK;30000;2023-10-01;2023-12-31
VE1351;82188;PACK;65000;2023-10-01;2023-12-31
VE1351;80451;KG;25000;2023-10-01;2023-12-31
VE1351;82218;GLN;145000;2023-10-01;2023-12-31
VE1351;80908;KG;30000;2023-10-01;2023-12-31
VE1351;80133;KG;35000;2023-10-01;2023-12-31
VE1351;82553;PACK;7500;2023-10-01;2023-12-31
VE1351;82553;PACK;7500;2023-10-01;2023-12-31
VE1351;82145;BTL;225000;2023-10-01;2023-12-31
VE1351;81414;KG;15000;2023-10-01;2023-12-31
VE1351;80798;KG;12000;2023-10-01;2023-12-31
VE1351;81948;KG;22000;2023-10-01;2023-12-31
VE1351;82650;GLN;145000;2023-10-01;2023-12-31
VE1351;81281;CTN;57500;2023-10-01;2023-12-31
VE1351;81979;PACK;9500;2023-10-01;2023-12-31
VE1351;81396;KG;22500;2023-10-01;2023-12-31
VE1351;80480;KG;20000;2023-10-01;2023-12-31
VE1351;81986;PACK;13750;2023-10-01;2023-12-31
VE1351;80254;KG;45000;2023-10-01;2023-12-31
VE1351;82007;PACK;85000;2023-10-01;2023-12-31
VE1351;82390;PACK;17000;2023-10-01;2023-12-31
VE1351;80208;KG;25000;2023-10-01;2023-12-31
VE1351;82013;KG;10500;2023-10-01;2023-12-31
VE1351;80893;KG;30000;2023-10-01;2023-12-31
VE1351;80801;KG;25000;2023-10-01;2023-12-31
VE1351;80479;KG;25000;2023-10-01;2023-12-31
VE1351;82052;KG;12000;2023-10-01;2023-12-31
VE1351;80046;PACK;59000;2023-10-01;2023-12-31
VE1351;81068;KG;15200;2023-10-01;2023-12-31
VE1351;80892;KG;25000;2023-10-01;2023-12-31
VE1351;80920;KG;450000;2023-10-01;2023-12-31
VE1351;81119;KG;76500;2023-10-01;2023-12-31
VE1351;80903;KG;33000;2023-10-01;2023-12-31
VE1351;81207;BTL;194000;2023-10-01;2023-12-31
VE1351;82557;KG;25014;2023-10-01;2023-12-31
VE1351;82362;KG;70000;2023-10-01;2023-12-31
VE1351;81083;KG;15000;2023-10-01;2023-12-31
VE1351;80983;PACK;105000;2023-10-01;2023-12-31
VE1351;81255;PACK;8675;2023-10-01;2023-12-31
VE1351;80990;KG;23000;2023-10-01;2023-12-31
VE1351;82361;PACK;86000;2023-10-01;2023-12-31
VE1351;20187;PCS;47000;2023-10-01;2023-12-31
VE1351;80835;KG;25000;2023-10-01;2023-12-31
VE1351;60042;CANS;26250;2023-10-01;2023-12-31
VE1351;80992;KG;7500;2023-10-01;2023-12-31
VE1351;81487;KG;14250;2023-10-01;2023-12-31
VE1351;80989;KG;18700;2023-10-01;2023-12-31
VE1351;80232;KG;35000;2023-10-01;2023-12-31
VE1351;81997;PACK;11000;2023-10-01;2023-12-31
VE1351;81848;CTN;126500;2023-10-01;2023-12-31
VE1351;81058;KG;12000;2023-10-01;2023-12-31
VE1351;81649;PACK;3250;2023-10-01;2023-12-31
VE1351;80250;KG;45000;2023-10-01;2023-12-31
VE1351;80251;KG;45000;2023-10-01;2023-12-31
VE1351;10183;BTL;23500;2023-10-01;2023-12-31
VE1351;80200;KG;49500;2023-10-01;2023-12-31
VE1351;80252;KG;120000;2023-10-01;2023-12-31
VE1351;80253;KG;37000;2023-10-01;2023-12-31
VE1351;80147;KG;171000;2023-10-01;2023-12-31
VE1351;82536;PACK;3000;2023-10-01;2023-12-31
VE1351;82360;BALL;70500;2023-10-01;2023-12-31
VE1351;20049;PCS;135000;2023-10-01;2023-12-31
VE1351;80134;KG;25000;2023-10-01;2023-12-31
VE1351;80831;KG;30000;2023-10-01;2023-12-31
VE1351;20210;PCS;16500;2023-10-01;2023-12-31
VE1351;20185;PCS;24500;2023-10-01;2023-12-31
VE1351;80922;KG;40000;2023-10-01;2023-12-31
VE1351;80149;KG;12000;2023-10-01;2023-12-31
VE1351;80125;KG;15000;2023-10-01;2023-12-31
VE1351;80946;KG;51000;2023-10-01;2023-12-31
VE1351;80458;KG;23750;2023-10-01;2023-12-31
VE1351;81949;KG;12750;2023-10-01;2023-12-31
VE1351;80942;KG;5000;2023-10-01;2023-12-31
VE1351;80468;KG;15000;2023-10-01;2023-12-31
VE1351;80476;KG;11000;2023-10-01;2023-12-31
VE1375;82357;KG;55000;2023-10-01;2023-12-31
VE1375;80136;KG;12250;2023-10-01;2023-12-31
VE1375;82336;GLN;37500;2023-10-01;2023-12-31
VE1375;82550;LTR;23000;2023-10-01;2023-12-31
VE1375;20435;UNIT;255000;2023-10-01;2023-12-31
VE1375;10049;PACK;31000;2023-10-01;2023-12-31
VE1375;82393;KG;13000;2023-10-01;2023-12-31
VE1375;81969;NOS;2000;2023-10-01;2023-12-31
VE1375;81263;PACK;110000;2023-10-01;2023-12-31
VE1375;82372;KG;20000;2023-10-01;2023-12-31
VE1375;81639;PACK;50000;2023-10-01;2023-12-31
VE1375;82495;KG;85000;2023-10-01;2023-12-31
VE1375;80833;KG;23500;2023-10-01;2023-12-31
VE1375;81505;PACK;36000;2023-10-01;2023-12-31
VE1375;82359;PACK;32500;2023-10-01;2023-12-31
VE1375;80369;PACK;52000;2023-10-01;2023-12-31
VE1375;80637;PACK;6000;2023-10-01;2023-12-31
VE1375;82574;KG;19000;2023-10-01;2023-12-31
VE1375;82385;KG;16500;2023-10-01;2023-12-31
VE1375;82345;KG;75000;2023-10-01;2023-12-31
VE1375;80075;KG;32500;2023-10-01;2023-12-31
VE1375;81938;NOS;1650;2023-10-01;2023-12-31
VE1375;81451;KG;15000;2023-10-01;2023-12-31
VE1375;82029;KG;13500;2023-10-01;2023-12-31
VE1375;81628;KG;21000;2023-10-01;2023-12-31
VE1375;82635;KG;65000;2023-10-01;2023-12-31
VE1375;80076;KG;40000;2023-10-01;2023-12-31
VE1375;82559;PCS;3400;2023-10-01;2023-12-31
VE1375;82561;BTL;2396;2023-10-01;2023-12-31
VE1375;82349;PACK;23000;2023-10-01;2023-12-31
VE1375;81007;KG;11000;2023-10-01;2023-12-31
VE1375;82636;KG;75000;2023-10-01;2023-12-31
VE1375;81071;KG;25000;2023-10-01;2023-12-31
VE1375;81493;KG;14000;2023-10-01;2023-12-31
VE1375;82335;GLN;87000;2023-10-01;2023-12-31
VE1375;10170;POUCH;22000;2023-10-01;2023-12-31
VE1375;81966;PACK;6000;2023-10-01;2023-12-31
VE1375;81281;CTN;57500;2023-10-01;2023-12-31
VE1375;81975;PACK;7000;2023-10-01;2023-12-31
VE1375;81241;PCS;3300;2023-10-01;2023-12-31
VE1375;82383;PCS;1000;2023-10-01;2023-12-31
VE1375;82315;CTN;1278;2023-10-01;2023-12-31
VE1375;81715;KG;13000;2023-10-01;2023-12-31
VE1375;82591;PACK;6000;2023-10-01;2023-12-31
VE1375;82356;KG;120000;2023-10-01;2023-12-31
VE1375;82389;BTL;21000;2023-10-01;2023-12-31
VE1375;82368;PACK;75000;2023-10-01;2023-12-31
VE1375;82369;PACK;75000;2023-10-01;2023-12-31
VE1375;82160;KG;16600;2023-10-01;2023-12-31
VE1375;82404;PACK;36000;2023-10-01;2023-12-31
VE1375;80904;KG;15200;2023-10-01;2023-12-31
VE1375;81396;KG;72500;2023-10-01;2023-12-31
VE1375;82373;KG;200000;2023-10-01;2023-12-31
VE1375;80948;KG;60000;2023-10-01;2023-12-31
VE1375;81704;KG;13000;2023-10-01;2023-12-31
VE1375;80231;KG;20000;2023-10-01;2023-12-31
VE1375;81395;KG;15000;2023-10-01;2023-12-31
VE1375;80931;GLN;135000;2023-10-01;2023-12-31
VE1375;81898;CANS;13500;2023-10-01;2023-12-31
VE1375;80951;KG;20000;2023-10-01;2023-12-31
VE1375;81705;KG;13000;2023-10-01;2023-12-31
VE1375;80692;KG;28000;2023-10-01;2023-12-31
VE1375;82554;PACK;115000;2023-10-01;2023-12-31
VE1375;80785;KG;150000;2023-10-01;2023-12-31
VE1375;82218;GLN;145000;2023-10-01;2023-12-31
VE1375;82015;KG;7360;2023-10-01;2023-12-31
VE1375;80073;KG;25000;2023-10-01;2023-12-31
VE1375;82340;KG;11000;2023-10-01;2023-12-31
VE1375;81207;BTL;194000;2023-10-01;2023-12-31
VE1375;81412;KG;180000;2023-10-01;2023-12-31
VE1375;81070;KG;10000;2023-10-01;2023-12-31
VE1375;80962;PACK;42000;2023-10-01;2023-12-31
VE1375;81068;KG;15200;2023-10-01;2023-12-31
VE1375;82402;ROLL;90000;2023-10-01;2023-12-31
VE1375;81410;KG;180000;2023-10-01;2023-12-31
VE1375;82377;KG;15000;2023-10-01;2023-12-31
VE1375;80451;KG;25000;2023-10-01;2023-12-31
VE1375;81719;PACK;30000;2023-10-01;2023-12-31
VE1375;81489;KG;20000;2023-10-01;2023-12-31
VE1375;80798;KG;12000;2023-10-01;2023-12-31
VE1375;82188;PACK;65000;2023-10-01;2023-12-31
VE1375;80133;KG;35000;2023-10-01;2023-12-31
VE1375;80908;KG;30000;2023-10-01;2023-12-31
VE1375;82145;BTL;225000;2023-10-01;2023-12-31
VE1375;81979;PACK;9500;2023-10-01;2023-12-31
VE1375;82052;KG;12000;2023-10-01;2023-12-31
VE1375;80046;PACK;59000;2023-10-01;2023-12-31
VE1375;81514;PACK;30000;2023-10-01;2023-12-31
VE1375;82650;GLN;145000;2023-10-01;2023-12-31
VE1375;80801;KG;25000;2023-10-01;2023-12-31
VE1375;80480;KG;20000;2023-10-01;2023-12-31
VE1375;82553;PACK;7500;2023-10-01;2023-12-31
VE1375;80892;KG;25000;2023-10-01;2023-12-31
VE1375;80254;KG;45000;2023-10-01;2023-12-31
VE1375;82545;PACK;6750;2023-10-01;2023-12-31
VE1375;80990;KG;23000;2023-10-01;2023-12-31
VE1375;81414;KG;15000;2023-10-01;2023-12-31
VE1375;80893;KG;30000;2023-10-01;2023-12-31
VE1375;80835;KG;25000;2023-10-01;2023-12-31
VE1375;82306;PCS;14000;2023-10-01;2023-12-31
VE1375;82390;PACK;17000;2023-10-01;2023-12-31
VE1375;80479;KG;25000;2023-10-01;2023-12-31
VE1375;81083;KG;15000;2023-10-01;2023-12-31
VE1375;81948;KG;22000;2023-10-01;2023-12-31
VE1375;80232;KG;35000;2023-10-01;2023-12-31
VE1375;82557;KG;25014;2023-10-01;2023-12-31
VE1375;80983;PACK;105000;2023-10-01;2023-12-31
VE1375;82362;KG;70000;2023-10-01;2023-12-31
VE1375;81255;PACK;8675;2023-10-01;2023-12-31
VE1375;80147;KG;171000;2023-10-01;2023-12-31
VE1375;82013;KG;10500;2023-10-01;2023-12-31
VE1375;81119;KG;76500;2023-10-01;2023-12-31
VE1375;60042;CANS;26250;2023-10-01;2023-12-31
VE1375;80252;KG;120000;2023-10-01;2023-12-31
VE1375;10173;POUCH;24000;2023-10-01;2023-12-31
VE1375;81487;KG;14250;2023-10-01;2023-12-31
VE1375;10183;BTL;23500;2023-10-01;2023-12-31
VE1375;81986;PACK;13750;2023-10-01;2023-12-31
VE1375;80992;KG;7500;2023-10-01;2023-12-31
VE1375;82007;PACK;85000;2023-10-01;2023-12-31
VE1375;81058;KG;12000;2023-10-01;2023-12-31
VE1375;20187;PCS;40000;2023-10-01;2023-12-31
VE1375;81649;PACK;3250;2023-10-01;2023-12-31
VE1375;80903;KG;33000;2023-10-01;2023-12-31
VE1375;80250;KG;45000;2023-10-01;2023-12-31
VE1375;80251;KG;45000;2023-10-01;2023-12-31
VE1375;80253;KG;37000;2023-10-01;2023-12-31
VE1375;82536;PACK;3000;2023-10-01;2023-12-31
VE1375;82570;CANS;5271;2023-10-01;2023-12-31
VE1375;81024;BTL;9083;2023-10-01;2023-12-31
VE1375;80200;KG;49500;2023-10-01;2023-12-31
VE1375;20210;PCS;16500;2023-10-01;2023-12-31
VE1375;82361;PACK;86000;2023-10-01;2023-12-31
VE1375;80458;KG;23750;2023-10-01;2023-12-31
VE1375;82569;CANS;5708;2023-10-01;2023-12-31
VE1375;80831;KG;30000;2023-10-01;2023-12-31
VE1375;81949;KG;20000;2023-10-01;2023-12-31
VE1375;80149;KG;12000;2023-10-01;2023-12-31
VE1375;81997;PACK;11000;2023-10-01;2023-12-31
VE1375;80946;KG;51000;2023-10-01;2023-12-31
VE1375;20185;PCS;24500;2023-10-01;2023-12-31
VE1375;80922;KG;40000;2023-10-01;2023-12-31
VE1375;82049;PACK;2000;2023-10-01;2023-12-31
VE1375;80468;KG;15000;2023-10-01;2023-12-31
VE1375;81321;KG;14000;2023-10-01;2023-12-31
VE1375;80476;KG;23750;2023-10-01;2023-12-31
